充電器グループID,施設ID,施設名,モデル,カテゴリー,利用月,日数,台数,稼働開始日,稼働終了日(手動),稼働時間(分),利用人数,利用回数,稼働率,1人あたりの利用分数,1回あたりの利用分数,平均利用頻度,ブランド,運営会社
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-6月,30.0,2.0,2024/06/26,2026/01/31,1621.4667,6,27,1.8767,270.2444,60.0543,4.5,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-7月,31.0,2.0,2024/06/26,2026/01/31,189.8,2,3,0.2126,94.9,63.2667,1.5,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-8月,31.0,2.0,2024/06/26,2026/01/31,698.5833,2,9,0.7825,349.2917,77.6204,4.5,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-9月,30.0,2.0,2024/06/26,2026/01/31,716.1833,2,11,0.8289,358.0917,65.1076,5.5,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-10月,31.0,2.0,2024/06/26,2026/01/31,739.9,2,10,0.8287,369.95,73.99,5.0,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-11月,30.0,2.0,2024/06/26,2026/01/31,1621.6,5,34,1.8769,324.32,47.6941,6.8,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2025-12月,31.0,2.0,2024/06/26,2026/01/31,913.1833,5,28,1.0228,182.6367,32.6137,5.6,ニトリ,株式会社プラゴ
248,178,ニトリ 大和店 平面駐車場,普通,生活小売,2026-1月,30.0,2.0,2024/06/26,2026/01/31,266.9,3,8,0.3089,88.9667,33.3625,2.6667,ニトリ,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2024-7月,31.0,1.0,2024/07/10,2026/01/31,45.3,1,1,0.1015,45.3,45.3,1.0,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2024-8月,31.0,1.0,2024/07/10,2026/01/31,490.9667,6,11,1.0998,81.8278,44.6333,1.8333,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2024-9月,30.0,1.0,2024/07/10,2026/01/31,489.15,7,16,1.1323,69.8786,30.5719,2.2857,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2024-10月,31.0,1.0,2024/07/10,2026/01/31,335.5333,4,13,0.7516,83.8833,25.8103,3.25,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2024-11月,30.0,1.0,2024/07/10,2026/01/31,640.2333,3,14,1.482,213.4111,45.731,4.6667,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2024-12月,31.0,1.0,2024/07/10,2026/01/31,540.95,5,14,1.2118,108.19,38.6393,2.8,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-1月,31.0,1.0,2024/07/10,2026/01/31,491.45,5,15,1.1009,98.29,32.7633,3.0,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-2月,28.0,1.0,2024/07/10,2026/01/31,584.15,3,16,1.4488,194.7167,36.5094,5.3333,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-3月,31.0,1.0,2024/07/10,2026/01/31,418.0667,3,33,0.9365,139.3556,12.6687,11.0,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-4月,30.0,1.0,2024/07/10,2026/01/31,673.1,5,24,1.5581,134.62,28.0458,4.8,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-5月,31.0,1.0,2024/07/10,2026/01/31,397.5167,4,20,0.8905,99.3792,19.8758,5.0,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-6月,30.0,1.0,2024/07/10,2026/01/31,447.2167,5,54,1.0352,89.4433,8.2818,10.8,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-7月,31.0,1.0,2024/07/10,2026/01/31,420.25,7,27,0.9414,60.0357,15.5648,3.8571,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-8月,31.0,1.0,2024/07/10,2026/01/31,591.7167,9,67,1.3255,65.7463,8.8316,7.4444,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-9月,30.0,1.0,2024/07/10,2026/01/31,573.4333,10,31,1.3274,57.3433,18.4978,3.1,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-10月,31.0,1.0,2024/07/10,2026/01/31,381.8667,4,13,0.8554,95.4667,29.3744,3.25,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-11月,30.0,1.0,2024/07/10,2026/01/31,390.7,6,15,0.9044,65.1167,26.0467,2.5,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2025-12月,31.0,1.0,2024/07/10,2026/01/31,96.1333,4,5,0.2154,24.0333,19.2267,1.25,島忠,株式会社プラゴ
249,181,島忠 東戸塚店 立体駐車場4階,急速,生活小売,2026-1月,30.0,1.0,2024/07/10,2026/01/31,251.0333,3,6,0.5811,83.6778,41.8389,2.0,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2024-7月,31.0,1.0,2024/07/10,2026/01/31,154.65,3,6,0.3464,51.55,25.775,2.0,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2024-8月,31.0,1.0,2024/07/10,2026/01/31,2813.1167,5,24,6.3018,562.6233,117.2132,4.8,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2024-9月,30.0,1.0,2024/07/10,2026/01/31,3011.4667,7,28,6.971,430.2095,107.5524,4.0,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2024-10月,31.0,1.0,2024/07/10,2026/01/31,1454.5833,5,19,3.2585,290.9167,76.557,3.8,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2024-11月,30.0,1.0,2024/07/10,2026/01/31,2934.1,7,22,6.7919,419.1571,133.3682,3.1429,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2024-12月,31.0,1.0,2024/07/10,2026/01/31,5222.85,9,47,11.6999,580.3167,111.1245,5.2222,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-1月,31.0,1.0,2024/07/10,2026/01/31,5101.3833,9,46,11.4278,566.8204,110.8996,5.1111,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-2月,28.0,1.0,2024/07/10,2026/01/31,6543.0167,8,50,16.2277,817.8771,130.8603,6.25,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-3月,31.0,1.0,2024/07/10,2026/01/31,4479.75,8,48,10.0353,559.9688,93.3281,6.0,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-4月,30.0,1.0,2024/07/10,2026/01/31,4417.1833,7,41,10.225,631.0262,107.7362,5.8571,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-5月,31.0,1.0,2024/07/10,2026/01/31,2487.9,6,34,5.5733,414.65,73.1735,5.6667,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-6月,30.0,1.0,2024/07/10,2026/01/31,1715.7333,6,24,3.9716,285.9556,71.4889,4.0,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-7月,31.0,1.0,2024/07/10,2026/01/31,1539.0167,3,26,3.4476,513.0056,59.1929,8.6667,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-8月,31.0,1.0,2024/07/10,2026/01/31,1566.95,4,23,3.5102,391.7375,68.1283,5.75,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-9月,30.0,1.0,2024/07/10,2026/01/31,1585.9833,5,19,3.6713,317.1967,83.4728,3.8,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-10月,31.0,1.0,2024/07/10,2026/01/31,962.8833,3,11,2.157,320.9611,87.5348,3.6667,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-11月,30.0,1.0,2024/07/10,2026/01/31,1374.0,9,18,3.1806,152.6667,76.3333,2.0,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2025-12月,31.0,1.0,2024/07/10,2026/01/31,1116.5,11,30,2.5011,101.5,37.2167,2.7273,島忠,株式会社プラゴ
250,181,島忠 東戸塚店 立体駐車場4階,普通,生活小売,2026-1月,30.0,1.0,2024/07/10,2026/01/31,1179.75,7,23,2.7309,168.5357,51.2935,3.2857,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-6月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-7月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-8月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-9月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-10月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-11月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2024-12月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-1月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-2月,28.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-3月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-4月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-5月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-6月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-7月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-8月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-9月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-10月,31.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-11月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
251,1004,ホームズ川越店 平面駐車場,普通,生活小売,2025-12月,30.0,1.0,2024/06/12,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-4月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-5月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-6月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-7月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-8月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-9月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-10月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-11月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2024-12月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-1月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-2月,28.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-3月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-4月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-5月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-6月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-7月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-8月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-9月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-10月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-11月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
253,1118,ニトリ 西田辺店 立体駐車場3階,普通,生活小売,2025-12月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-5月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-6月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-7月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-8月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-9月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-10月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-11月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2024-12月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-1月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-2月,28.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-3月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-4月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-5月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-6月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-7月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-8月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-9月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-10月,31.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-11月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
267,999,ニトリ 名古屋みなと店 立体駐車場3階,普通,生活小売,2025-12月,30.0,3.0,2024/05/01,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2024-8月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2024-9月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2024-10月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2024-11月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2024-12月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-1月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-2月,28.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-3月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-4月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-5月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-6月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-7月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-8月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-9月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-10月,31.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-11月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
278,1052,島忠 春日部本店 平面駐車場,普通,生活小売,2025-12月,30.0,1.0,2024/08/14,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,島忠,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-4月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-5月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-6月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-7月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-8月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-9月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-10月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-11月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2024-12月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2025-1月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2025-2月,28.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2025-3月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2025-4月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2025-5月,31.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
279,1017,ニトリ みどり店 平面駐車場,普通,生活小売,2025-6月,30.0,2.0,2024/04/10,2025/12/31,0.0,0,0,0.0,0.0,0.0,0.0,ニトリ,株式会社プラゴ
